timestamp,ts,relative_s,run_id,system,scenario,phase,component,container,target_container,is_target_leader,cpu_percent,memory_mb
2026-05-11T16:37:55+0000,1778517475.4502323,3.1801445484161377,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv2,False,69.45,2176.0
2026-05-11T16:37:55+0000,1778517475.4502323,3.1801445484161377,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv2,False,53.29,2157.568
2026-05-11T16:37:55+0000,1778517475.4502323,3.1801445484161377,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv2,True,179.11,2221.056
2026-05-11T16:37:58+0000,1778517478.541136,6.271048307418823,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv2,False,66.46,2174.976
2026-05-11T16:37:58+0000,1778517478.541136,6.271048307418823,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv2,False,45.48,2154.496
2026-05-11T16:37:58+0000,1778517478.541136,6.271048307418823,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv2,True,165.88,2230.272
2026-05-11T16:38:01+0000,1778517481.648266,9.378178358078003,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv2,False,56.08,2174.976
2026-05-11T16:38:01+0000,1778517481.648266,9.378178358078003,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv2,False,44.53,2150.4
2026-05-11T16:38:01+0000,1778517481.648266,9.378178358078003,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv2,True,156.12,2233.344
2026-05-11T16:38:04+0000,1778517484.7432692,12.47318148612976,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv2,False,62.44,2172.928
2026-05-11T16:38:04+0000,1778517484.7432692,12.47318148612976,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv2,False,50.41,2150.4
2026-05-11T16:38:04+0000,1778517484.7432692,12.47318148612976,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv2,True,171.34,2238.464
2026-05-11T16:38:07+0000,1778517487.8330624,15.562974691390991,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv2,False,6.26,2173.952
2026-05-11T16:38:07+0000,1778517487.8330624,15.562974691390991,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv2,False,25.77,2151.424
2026-05-11T16:38:07+0000,1778517487.8330624,15.562974691390991,2,TiDB,baseline,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv2,True,9.28,2241.536
2026-05-11T16:38:19+0000,1778517499.4103045,0.10642004013061523,2,TiDB,leader_cpu_stress,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,59.6,2184.192
2026-05-11T16:38:19+0000,1778517499.4103045,0.10642004013061523,2,TiDB,leader_cpu_stress,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,154.86,2155.52
2026-05-11T16:38:19+0000,1778517499.4103045,0.10642004013061523,2,TiDB,leader_cpu_stress,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,54.64,2249.728
2026-05-11T16:38:22+0000,1778517502.5193725,3.2154879570007324,2,TiDB,leader_cpu_stress,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,62.52,2181.12
2026-05-11T16:38:22+0000,1778517502.5193725,3.2154879570007324,2,TiDB,leader_cpu_stress,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,209.12,2160.64
2026-05-11T16:38:22+0000,1778517502.5193725,3.2154879570007324,2,TiDB,leader_cpu_stress,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,39.34,2246.656
2026-05-11T16:38:25+0000,1778517505.6776555,6.3737709522247314,2,TiDB,leader_cpu_stress,perturbation,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,43.09,2182.144
2026-05-11T16:38:25+0000,1778517505.6776555,6.3737709522247314,2,TiDB,leader_cpu_stress,perturbation,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,203.26,2163.712
2026-05-11T16:38:25+0000,1778517505.6776555,6.3737709522247314,2,TiDB,leader_cpu_stress,perturbation,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,37.71,2243.584
2026-05-11T16:38:28+0000,1778517508.7783008,9.474416255950928,2,TiDB,leader_cpu_stress,perturbation,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,59.17,2181.12
2026-05-11T16:38:28+0000,1778517508.7783008,9.474416255950928,2,TiDB,leader_cpu_stress,perturbation,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,213.5,2166.784
2026-05-11T16:38:28+0000,1778517508.7783008,9.474416255950928,2,TiDB,leader_cpu_stress,perturbation,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,32.93,2234.368
2026-05-11T16:38:31+0000,1778517511.9010139,12.597129344940186,2,TiDB,leader_cpu_stress,recovery,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,67.74,2179.072
2026-05-11T16:38:31+0000,1778517511.9010139,12.597129344940186,2,TiDB,leader_cpu_stress,recovery,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,182.59,2173.952
2026-05-11T16:38:31+0000,1778517511.9010139,12.597129344940186,2,TiDB,leader_cpu_stress,recovery,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,50.65,2229.248
2026-05-11T16:38:34+0000,1778517514.9946978,15.690813302993774,2,TiDB,leader_cpu_stress,recovery,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,5.59,2180.096
2026-05-11T16:38:34+0000,1778517514.9946978,15.690813302993774,2,TiDB,leader_cpu_stress,recovery,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,5.4,2174.976
2026-05-11T16:38:34+0000,1778517514.9946978,15.690813302993774,2,TiDB,leader_cpu_stress,recovery,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,23.44,2229.248
2026-05-11T16:38:46+0000,1778517526.39017,0.07211184501647949,2,TiDB,leader_network_perturbation,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,58.51,2190.336
2026-05-11T16:38:46+0000,1778517526.39017,0.07211184501647949,2,TiDB,leader_network_perturbation,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,174.96,2186.24
2026-05-11T16:38:46+0000,1778517526.39017,0.07211184501647949,2,TiDB,leader_network_perturbation,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,48.69,2216.96
2026-05-11T16:38:49+0000,1778517529.5162292,3.1981709003448486,2,TiDB,leader_network_perturbation,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,6.65,2189.312
2026-05-11T16:38:49+0000,1778517529.5162292,3.1981709003448486,2,TiDB,leader_network_perturbation,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,0.0,2183.168
2026-05-11T16:38:49+0000,1778517529.5162292,3.1981709003448486,2,TiDB,leader_network_perturbation,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,50.13,2204.672
2026-05-11T16:38:52+0000,1778517532.6113448,6.293286561965942,2,TiDB,leader_network_perturbation,perturbation,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,6.87,2185.216
2026-05-11T16:38:52+0000,1778517532.6113448,6.293286561965942,2,TiDB,leader_network_perturbation,perturbation,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,0.0,2183.168
2026-05-11T16:38:52+0000,1778517532.6113448,6.293286561965942,2,TiDB,leader_network_perturbation,perturbation,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,6.31,2200.576
2026-05-11T16:38:55+0000,1778517535.7164512,9.398392915725708,2,TiDB,leader_network_perturbation,perturbation,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,6.28,2185.216
2026-05-11T16:38:55+0000,1778517535.7164512,9.398392915725708,2,TiDB,leader_network_perturbation,perturbation,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,6.21,2176.0
2026-05-11T16:38:55+0000,1778517535.7164512,9.398392915725708,2,TiDB,leader_network_perturbation,perturbation,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,9.56,2200.576
2026-05-11T16:38:58+0000,1778517538.804476,12.486417770385742,2,TiDB,leader_network_perturbation,recovery,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,5.42,2185.216
2026-05-11T16:38:58+0000,1778517538.804476,12.486417770385742,2,TiDB,leader_network_perturbation,recovery,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,4.59,2170.88
2026-05-11T16:38:58+0000,1778517538.804476,12.486417770385742,2,TiDB,leader_network_perturbation,recovery,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,7.61,2198.528
2026-05-11T16:39:02+0000,1778517542.3823078,16.064249515533447,2,TiDB,leader_network_perturbation,recovery,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,7.6,2184.192
2026-05-11T16:39:02+0000,1778517542.3823078,16.064249515533447,2,TiDB,leader_network_perturbation,recovery,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,4.73,2171.904
2026-05-11T16:39:02+0000,1778517542.3823078,16.064249515533447,2,TiDB,leader_network_perturbation,recovery,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,8.23,2198.528
2026-05-11T16:39:15+0000,1778517555.0664365,0.02249455451965332,2,TiDB,leader_cpu_stress_limited,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,58.3,2195.456
2026-05-11T16:39:15+0000,1778517555.0664365,0.02249455451965332,2,TiDB,leader_cpu_stress_limited,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,132.13,2171.904
2026-05-11T16:39:15+0000,1778517555.0664365,0.02249455451965332,2,TiDB,leader_cpu_stress_limited,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,39.32,2208.768
2026-05-11T16:39:18+0000,1778517558.1934552,3.1495132446289062,2,TiDB,leader_cpu_stress_limited,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,47.68,2196.48
2026-05-11T16:39:18+0000,1778517558.1934552,3.1495132446289062,2,TiDB,leader_cpu_stress_limited,normal,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,146.53,2173.952
2026-05-11T16:39:18+0000,1778517558.1934552,3.1495132446289062,2,TiDB,leader_cpu_stress_limited,normal,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,33.58,2205.696
2026-05-11T16:39:21+0000,1778517561.2943838,6.250441789627075,2,TiDB,leader_cpu_stress_limited,perturbation,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,44.42,2194.432
2026-05-11T16:39:21+0000,1778517561.2943838,6.250441789627075,2,TiDB,leader_cpu_stress_limited,perturbation,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,209.63,2172.928
2026-05-11T16:39:21+0000,1778517561.2943838,6.250441789627075,2,TiDB,leader_cpu_stress_limited,perturbation,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,32.94,2204.672
2026-05-11T16:39:24+0000,1778517564.4297154,9.385773420333862,2,TiDB,leader_cpu_stress_limited,perturbation,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,54.63,2192.384
2026-05-11T16:39:24+0000,1778517564.4297154,9.385773420333862,2,TiDB,leader_cpu_stress_limited,perturbation,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,148.73,2172.928
2026-05-11T16:39:24+0000,1778517564.4297154,9.385773420333862,2,TiDB,leader_cpu_stress_limited,perturbation,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,33.98,2205.696
2026-05-11T16:39:27+0000,1778517567.5694492,12.52550721168518,2,TiDB,leader_cpu_stress_limited,recovery,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,54.83,2192.384
2026-05-11T16:39:27+0000,1778517567.5694492,12.52550721168518,2,TiDB,leader_cpu_stress_limited,recovery,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,105.6,2171.904
2026-05-11T16:39:27+0000,1778517567.5694492,12.52550721168518,2,TiDB,leader_cpu_stress_limited,recovery,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,42.18,2204.672
2026-05-11T16:39:30+0000,1778517570.6867948,15.642852783203125,2,TiDB,leader_cpu_stress_limited,recovery,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,5.98,2191.36
2026-05-11T16:39:30+0000,1778517570.6867948,15.642852783203125,2,TiDB,leader_cpu_stress_limited,recovery,TiKV,exp1_tidb_tikv1,exp1_tidb_tikv1,True,4.06,2172.928
2026-05-11T16:39:30+0000,1778517570.6867948,15.642852783203125,2,TiDB,leader_cpu_stress_limited,recovery,TiKV,exp1_tidb_tikv2,exp1_tidb_tikv1,False,17.2,2202.624
2026-05-11T16:39:41+0000,1778517581.9020638,0.058358192443847656,3,TiDB,baseline,normal,TiKV,exp1_tidb_tikv0,exp1_tidb_tikv1,False,66.8,2199.552
