run_id,seed,scenario,defense,pair_id,item_id,victim_txn_id,attacker_txn_id,victim_success,attacker_success,victim_latency_ms,attacker_latency_ms,victim_inventory_commit_ts,attacker_inventory_commit_ts,victim_order_commit_ts,attacker_order_commit_ts,front_run_success,order_violation,consistency_violation,rollback_count,committed_count,final_stock_estimated,oversell
1,20360514,cross_shard_frontrun,baseline,25,800025,r1-baseline-p25-victim,r1-baseline-p25-attacker,True,True,1019.6995735168457,879.2109489440918,1778557846.7510264,1778557846.7491646,1778557846.875176,1778557846.799407,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,26,800026,r1-baseline-p26-victim,r1-baseline-p26-attacker,True,True,1018.9914703369141,878.8125514984131,1778557846.751368,1778557846.7494223,1778557846.888374,1778557846.809724,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,27,800027,r1-baseline-p27-victim,r1-baseline-p27-attacker,True,True,1019.420862197876,878.058910369873,1778557846.752171,1778557846.7495322,1778557846.923791,1778557846.814636,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,28,800028,r1-baseline-p28-victim,r1-baseline-p28-attacker,True,True,1019.9394226074219,877.6073455810547,1778557846.8505447,1778557846.749669,1778557846.980012,1778557846.819881,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,29,800029,r1-baseline-p29-victim,r1-baseline-p29-attacker,True,True,1019.8876857757568,877.4087429046631,1778557846.8570437,1778557846.7497694,1778557847.000037,1778557846.825436,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,30,800030,r1-baseline-p30-victim,r1-baseline-p30-attacker,True,True,1016.2613391876221,877.324104309082,1778557846.7515416,1778557846.7500505,1778557846.89426,1778557846.835708,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,31,800031,r1-baseline-p31-victim,r1-baseline-p31-attacker,True,True,1019.4141864776611,876.6400814056396,1778557846.8573604,1778557846.7499158,1778557847.016662,1778557846.830546,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,32,800032,r1-baseline-p32-victim,r1-baseline-p32-attacker,True,True,948.8098621368408,746.610164642334,1778557846.85725,1778557846.7501779,1778557847.01154,1778557846.841096,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,33,800033,r1-baseline-p33-victim,r1-baseline-p33-attacker,True,True,882.6513290405273,610.8367443084717,1778557846.7522576,1778557846.7503343,1778557846.929763,1778557846.846598,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,34,800034,r1-baseline-p34-victim,r1-baseline-p34-attacker,True,True,685.5077743530273,571.3739395141602,1778557846.8571315,1778557846.7506173,1778557847.006277,1778557846.857088,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,35,800035,r1-baseline-p35-victim,r1-baseline-p35-attacker,True,True,440.0467872619629,430.7863712310791,1778557846.865142,1778557846.8576543,1778557847.048388,1778557847.022154,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,36,800036,r1-baseline-p36-victim,r1-baseline-p36-attacker,True,True,439.12601470947266,430.6221008300781,1778557846.864965,1778557846.857826,1778557847.037644,1778557847.027248,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,37,800037,r1-baseline-p37-victim,r1-baseline-p37-attacker,True,True,438.87901306152344,429.8217296600342,1778557846.865058,1778557846.864798,1778557847.04286,1778557847.027063,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,38,800038,r1-baseline-p38-victim,r1-baseline-p38-attacker,True,True,439.0223026275635,428.80916595458984,1778557846.8654199,1778557846.8652132,1778557847.065431,1778557847.053439,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,39,800039,r1-baseline-p39-victim,r1-baseline-p39-attacker,True,True,433.1624507904053,424.14188385009766,1778557846.865592,1778557846.864889,1778557847.065222,1778557847.032646,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,40,800040,r1-baseline-p40-victim,r1-baseline-p40-attacker,True,True,411.23485565185547,376.71685218811035,1778557846.8657594,1778557846.8653274,1778557847.075726,1778557847.060012,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,41,800041,r1-baseline-p41-victim,r1-baseline-p41-attacker,True,True,368.6537742614746,329.7922611236572,1778557846.8656816,1778557846.8685584,1778557847.070641,1778557847.081883,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,42,800042,r1-baseline-p42-victim,r1-baseline-p42-attacker,True,True,194.89574432373047,187.1349811553955,1778557847.0201142,1778557847.0805576,1778557847.085936,1778557847.100036,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,43,800043,r1-baseline-p43-victim,r1-baseline-p43-attacker,True,True,234.45916175842285,186.2790584564209,1778557847.1032586,1778557847.0804174,1778557847.154946,1778557847.088513,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,44,800044,r1-baseline-p44-victim,r1-baseline-p44-attacker,True,True,233.2754135131836,186.13266944885254,1778557847.0884948,1778557847.080488,1778557847.137364,1778557847.09457,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,45,800045,r1-baseline-p45-victim,r1-baseline-p45-attacker,True,True,233.60943794250488,202.36802101135254,1778557847.108686,1778557847.0806284,1778557847.165642,1778557847.105773,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,46,800046,r1-baseline-p46-victim,r1-baseline-p46-attacker,True,True,232.76376724243164,223.40154647827148,1778557847.1031945,1778557847.08071,1778557847.149496,1778557847.11126,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,47,800047,r1-baseline-p47-victim,r1-baseline-p47-attacker,True,True,234.56406593322754,222.7487564086914,1778557847.1123583,1778557847.0874548,1778557847.181472,1778557847.110966,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,48,800048,r1-baseline-p48-victim,r1-baseline-p48-attacker,True,True,232.24449157714844,222.56040573120117,1778557847.108848,1778557847.087671,1778557847.176155,1778557847.116964,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,49,800049,r1-baseline-p49-victim,r1-baseline-p49-attacker,True,True,230.95703125,222.10407257080078,1778557847.1031253,1778557847.0879972,1778557847.143176,1778557847.122229,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,50,800050,r1-baseline-p50-victim,r1-baseline-p50-attacker,True,True,230.9114933013916,221.55308723449707,1778557847.1033368,1778557847.088227,1778557847.160077,1778557847.131921,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,51,800051,r1-baseline-p51-victim,r1-baseline-p51-attacker,True,True,230.5004596710205,173.9366054534912,1778557847.1087773,1778557847.0886254,1778557847.170787,1778557847.142963,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,52,800052,r1-baseline-p52-victim,r1-baseline-p52-attacker,True,True,155.46607971191406,108.8871955871582,1778557847.1086328,1778557847.0912087,1778557847.159785,1778557847.143108,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,53,800053,r1-baseline-p53-victim,r1-baseline-p53-attacker,True,True,105.96489906311035,212.74232864379883,1778557847.1445005,1778557847.2990863,1778557847.181827,1778557847.299317,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,54,800054,r1-baseline-p54-victim,r1-baseline-p54-attacker,True,True,170.6845760345459,259.92298126220703,1778557847.249163,1778557847.3468592,1778557847.249376,1778557847.347095,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,55,800055,r1-baseline-p55-victim,r1-baseline-p55-attacker,True,True,166.5670871734619,568.1335926055908,1778557847.2453752,1778557847.5857697,1778557847.245708,1778557847.620345,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,56,800056,r1-baseline-p56-victim,r1-baseline-p56-attacker,True,True,250.9632110595703,568.3693885803223,1778557847.332436,1778557847.5860534,1778557847.332671,1778557847.63084,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,57,800057,r1-baseline-p57-victim,r1-baseline-p57-attacker,True,True,318.59469413757324,568.0217742919922,1778557847.3984609,1778557847.586165,1778557847.398682,1778557847.63625,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,58,800058,r1-baseline-p58-victim,r1-baseline-p58-attacker,True,True,569.0991878509521,568.0127143859863,1778557847.5853865,1778557847.5864532,1778557847.604285,1778557847.641466,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,59,800059,r1-baseline-p59-victim,r1-baseline-p59-attacker,True,True,568.4206485748291,567.962646484375,1778557847.5850966,1778557847.5867066,1778557847.593573,1778557847.646856,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,60,800060,r1-baseline-p60-victim,r1-baseline-p60-attacker,True,True,490.27085304260254,567.8222179412842,1778557847.5730906,1778557847.5869222,1778557847.573343,1778557847.652301,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,61,800061,r1-baseline-p61-victim,r1-baseline-p61-attacker,True,True,353.6498546600342,639.8513317108154,1778557847.4203143,1778557847.6147013,1778557847.432373,1778557847.652684,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,62,800062,r1-baseline-p62-victim,r1-baseline-p62-attacker,True,True,567.6605701446533,779.644250869751,1778557847.5852652,1778557847.6147852,1778557847.599005,1778557847.658525,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,63,800063,r1-baseline-p63-victim,r1-baseline-p63-attacker,True,True,309.00049209594727,797.6438999176025,1778557847.387024,1778557847.6567898,1778557847.387304,1778557847.67185,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,64,800064,r1-baseline-p64-victim,r1-baseline-p64-attacker,True,True,332.5533866882324,796.1483001708984,1778557847.4146674,1778557847.656669,1778557847.414905,1778557847.660048,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,65,800065,r1-baseline-p65-victim,r1-baseline-p65-attacker,True,True,355.69047927856445,796.0128784179688,1778557847.4204075,1778557847.6402652,1778557847.437962,1778557847.659492,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,66,800066,r1-baseline-p66-victim,r1-baseline-p66-attacker,True,True,351.85980796813965,796.1962223052979,1778557847.42,1778557847.6567333,1778557847.420221,1778557847.666489,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,67,800067,r1-baseline-p67-victim,r1-baseline-p67-attacker,True,True,565.781831741333,796.6077327728271,1778557847.5849607,1778557847.6569345,1778557847.585184,1778557847.682284,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,68,800068,r1-baseline-p68-victim,r1-baseline-p68-attacker,True,True,351.3033390045166,796.2784767150879,1778557847.420124,1778557847.6568742,1778557847.426685,1778557847.677254,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,69,800069,r1-baseline-p69-victim,r1-baseline-p69-attacker,True,True,572.2551345825195,796.4982986450195,1778557847.5858762,1778557847.6569922,1778557847.625698,1778557847.687414,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,70,800070,r1-baseline-p70-victim,r1-baseline-p70-attacker,True,True,387.3419761657715,796.5068817138672,1778557847.4685495,1778557847.6570663,1778557847.468757,1778557847.692866,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,71,800071,r1-baseline-p71-victim,r1-baseline-p71-attacker,True,True,390.5460834503174,796.4816093444824,1778557847.4686754,1778557847.6571343,1778557847.4747,1778557847.697784,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,72,800072,r1-baseline-p72-victim,r1-baseline-p72-attacker,True,True,570.5924034118652,796.3733673095703,1778557847.5856233,1778557847.6572611,1778557847.61485,1778557847.707892,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,73,800073,r1-baseline-p73-victim,r1-baseline-p73-attacker,True,True,564.2855167388916,773.1001377105713,1778557847.5855212,1778557847.6571906,1778557847.609513,1778557847.703045,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,74,800074,r1-baseline-p74-victim,r1-baseline-p74-attacker,True,True,802.7338981628418,741.9276237487793,1778557847.660799,1778557847.6573274,1778557847.841789,1778557847.712825,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,75,800075,r1-baseline-p75-victim,r1-baseline-p75-attacker,True,True,801.447868347168,741.8298721313477,1778557847.6603053,1778557847.657385,1778557847.806012,1778557847.717696,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,76,800076,r1-baseline-p76-victim,r1-baseline-p76-attacker,True,True,785.722017288208,703.9756774902344,1778557847.6609275,1778557847.6574414,1778557847.851759,1778557847.722809,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,77,800077,r1-baseline-p77-victim,r1-baseline-p77-attacker,True,True,763.5719776153564,729.8178672790527,1778557847.6605952,1778557847.6574917,1778557847.826019,1778557847.727897,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,78,800078,r1-baseline-p78-victim,r1-baseline-p78-attacker,True,True,762.2818946838379,741.6737079620361,1778557847.6597729,1778557847.6575477,1778557847.790958,1778557847.732642,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,79,800079,r1-baseline-p79-victim,r1-baseline-p79-attacker,True,True,763.2169723510742,741.1983013153076,1778557847.6606493,1778557847.657612,1778557847.83156,1778557847.732506,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,80,800080,r1-baseline-p80-victim,r1-baseline-p80-attacker,True,True,763.6690139770508,741.2674427032471,1778557847.6610358,1778557847.6576715,1778557847.861581,1778557847.737874,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,81,800081,r1-baseline-p81-victim,r1-baseline-p81-attacker,True,True,762.3686790466309,752.0413398742676,1778557847.6604564,1778557847.6578224,1778557847.815929,1778557847.749028,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,82,800082,r1-baseline-p82-victim,r1-baseline-p82-attacker,True,True,762.2966766357422,746.563196182251,1778557847.6605258,1778557847.6577458,1778557847.821101,1778557847.743146,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,83,800083,r1-baseline-p83-victim,r1-baseline-p83-attacker,True,True,763.7877464294434,751.8820762634277,1778557847.6631496,1778557847.658244,1778557847.884556,1778557847.754801,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,84,800084,r1-baseline-p84-victim,r1-baseline-p84-attacker,True,True,762.2551918029785,750.3020763397217,1778557847.6607423,1778557847.6585774,1778557847.836653,1778557847.760462,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,85,800085,r1-baseline-p85-victim,r1-baseline-p85-attacker,True,True,758.0978870391846,686.3114833831787,1778557847.6608512,1778557847.6587875,1778557847.8467,1778557847.766125,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,86,800086,r1-baseline-p86-victim,r1-baseline-p86-attacker,True,True,693.2308673858643,633.037805557251,1778557847.6609883,1778557847.6590073,1778557847.856687,1778557847.775031,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,87,800087,r1-baseline-p87-victim,r1-baseline-p87-attacker,True,True,611.0734939575195,585.716962814331,1778557847.6603625,1778557847.6595788,1778557847.810833,1778557847.785664,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,88,800088,r1-baseline-p88-victim,r1-baseline-p88-attacker,True,True,552.0920753479004,533.9670181274414,1778557847.661133,1778557847.6592188,1778557847.86705,1778557847.779955,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,89,800089,r1-baseline-p89-victim,r1-baseline-p89-attacker,True,True,528.6350250244141,498.31151962280273,1778557847.6630542,1778557847.6601143,1778557847.878847,1778557847.795969,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,90,800090,r1-baseline-p90-victim,r1-baseline-p90-attacker,True,True,508.3346366882324,498.2116222381592,1778557847.6628518,1778557847.660251,1778557847.872597,1778557847.801166,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,91,800091,r1-baseline-p91-victim,r1-baseline-p91-attacker,True,True,505.8164596557617,463.909387588501,1778557847.665588,1778557847.6612172,1778557847.890005,1778557847.872753,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,92,800092,r1-baseline-p92-victim,r1-baseline-p92-attacker,True,True,468.8234329223633,364.43424224853516,1778557847.663237,1778557847.672521,1778557847.889741,1778557847.890572,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,93,800093,r1-baseline-p93-victim,r1-baseline-p93-attacker,True,True,318.2563781738281,286.70620918273926,1778557847.7319868,1778557847.7264473,1778557847.931567,1778557847.893439,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,94,800094,r1-baseline-p94-victim,r1-baseline-p94-attacker,True,True,295.3512668609619,286.6804599761963,1778557847.7294843,1778557847.7265549,1778557847.919532,1778557847.907813,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,95,800095,r1-baseline-p95-victim,r1-baseline-p95-attacker,True,True,317.3689842224121,280.86185455322266,1778557847.7396245,1778557847.7265031,1778557847.931689,1778557847.901753,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,96,800096,r1-baseline-p96-victim,r1-baseline-p96-attacker,True,True,317.5511360168457,280.4608345031738,1778557847.7532208,1778557847.726642,1778557847.942704,1778557847.913669,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,97,800097,r1-baseline-p97-victim,r1-baseline-p97-attacker,True,True,317.30008125305176,280.34305572509766,1778557847.748164,1778557847.726719,1778557847.942965,1778557847.92005,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,98,800098,r1-baseline-p98-victim,r1-baseline-p98-attacker,True,True,316.3034915924072,280.0109386444092,1778557847.7431664,1778557847.7319255,1778557847.937661,1778557847.92623,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,99,800099,r1-baseline-p99-victim,r1-baseline-p99-attacker,True,True,316.2682056427002,235.16845703125,1778557847.7684615,1778557847.745588,1778557847.943383,1778557847.937279,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,100,800100,r1-baseline-p100-victim,r1-baseline-p100-attacker,True,True,122.1623420715332,78.95445823669434,1778557847.9382622,1778557847.9070907,1778557847.970327,1778557847.947299,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,101,800101,r1-baseline-p101-victim,r1-baseline-p101-attacker,True,True,108.04986953735352,78.45878601074219,1778557847.967979,1778557847.9325068,1778557847.994554,1778557847.954563,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,102,800102,r1-baseline-p102-victim,r1-baseline-p102-attacker,True,True,104.48098182678223,77.77857780456543,1778557847.9530356,1778557847.9324436,1778557847.976672,1778557847.948188,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,103,800103,r1-baseline-p103-victim,r1-baseline-p103-attacker,True,True,104.62760925292969,77.55327224731445,1778557847.9678805,1778557847.9325662,1778557847.988487,1778557847.959888,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,104,800104,r1-baseline-p104-victim,r1-baseline-p104-attacker,True,True,103.2419204711914,88.41323852539062,1778557847.9625,1778557847.932629,1778557847.977292,1778557847.965082,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,105,800105,r1-baseline-p105-victim,r1-baseline-p105-attacker,True,True,103.62839698791504,93.69611740112305,1778557847.9653163,1778557847.932701,1778557847.988765,1778557847.970379,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,106,800106,r1-baseline-p106-victim,r1-baseline-p106-attacker,True,True,102.49829292297363,94.33412551879883,1778557847.9556434,1778557847.93838,1778557847.976858,1778557847.976029,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,107,800107,r1-baseline-p107-victim,r1-baseline-p107-attacker,True,True,102.3244857788086,66.72382354736328,1778557847.962582,1778557847.9354734,1778557847.983383,1778557847.9701,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,108,800108,r1-baseline-p108-victim,r1-baseline-p108-attacker,True,True,71.79760932922363,55.28616905212402,1778557848.0000467,1778557847.9442806,1778557848.000289,1778557847.97604,True,True,True,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,109,800109,r1-baseline-p109-victim,r1-baseline-p109-attacker,True,True,79.9102783203125,213.42873573303223,1778557848.003387,1778557848.0851996,1778557848.003553,1778557848.091414,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,110,800110,r1-baseline-p110-victim,r1-baseline-p110-attacker,True,True,93.46556663513184,182.7986240386963,1778557848.0156987,1778557848.0850945,1778557848.033067,1778557848.085297,False,False,False,0,2,0,False
1,20360514,cross_shard_frontrun,baseline,111,800111,r1-baseline-p111-victim,r1-baseline-p111-attacker,True,True,90.07382392883301,213.3638858795166,1778557848.0058455,1778557848.0853508,1778557848.01187,1778557848.096922,False,False,False,0,2,0,False
